space_makespan, sum_of_space_costs, time_makespan, sum_of_time_costs, space_time_makespan, sum_of_space_time_costs, compute_time 
30.013721617972138, 180.61606895071435, 7, 43, 18.50686080898607, 111.80803447535718, 8.277912378311157
30.013721617972138, 180.61606895071435, 7, 43, 18.50686080898607, 111.80803447535718, 8.502258062362671
30.013721617972138, 180.61606895071435, 7, 43, 18.50686080898607, 111.80803447535718, 8.516585350036621
30.013721617972138, 180.61606895071435, 7, 43, 18.50686080898607, 111.80803447535718, 8.47913146018982
30.013721617972138, 180.61606895071435, 7, 43, 18.50686080898607, 111.80803447535718, 8.338078498840332
30.013721617972138, 180.61606895071435, 7, 43, 18.50686080898607, 111.80803447535718, 8.458713293075562
30.013721617972138, 180.61606895071435, 7, 43, 18.50686080898607, 111.80803447535718, 8.621946573257446
30.013721617972138, 180.61606895071435, 7, 43, 18.50686080898607, 111.80803447535718, 8.59814977645874
30.013721617972138, 180.61606895071435, 7, 43, 18.50686080898607, 111.80803447535718, 8.591696739196777
30.013721617972138, 180.61606895071435, 7, 43, 18.50686080898607, 111.80803447535718, 8.692101240158081
