space_makespan, sum_of_space_costs, time_makespan, sum_of_time_costs, space_time_makespan, sum_of_space_time_costs, compute_time 
30.013721617972138, 180.61606895071435, 7, 43, 18.50686080898607, 111.80803447535718, 8.442996978759766
30.013721617972138, 180.61606895071435, 7, 43, 18.50686080898607, 111.80803447535718, 8.617084741592407
30.013721617972138, 180.61606895071435, 7, 43, 18.50686080898607, 111.80803447535718, 8.569534540176392
30.013721617972138, 180.61606895071435, 7, 43, 18.50686080898607, 111.80803447535718, 8.46553373336792
30.013721617972138, 180.61606895071435, 7, 43, 18.50686080898607, 111.80803447535718, 8.505537509918213
30.013721617972138, 180.61606895071435, 7, 43, 18.50686080898607, 111.80803447535718, 8.696554183959961
30.013721617972138, 180.61606895071435, 7, 43, 18.50686080898607, 111.80803447535718, 8.47817087173462
30.013721617972138, 180.61606895071435, 7, 43, 18.50686080898607, 111.80803447535718, 8.764663934707642
30.013721617972138, 180.61606895071435, 7, 43, 18.50686080898607, 111.80803447535718, 8.674851179122925
30.013721617972138, 180.61606895071435, 7, 43, 18.50686080898607, 111.80803447535718, 8.629882335662842
