space_makespan, sum_of_space_costs, time_makespan, sum_of_time_costs, space_time_makespan, sum_of_space_time_costs, compute_time 
33.62738468060604, 154.91978044869023, 7, 37, 20.31369234030302, 95.95989022434512, 8.582720756530762
26.44729409703625, 157.5133637477223, 7, 40, 16.723647048518124, 98.75668187386115, 20.436174154281616
28.786199862717837, 183.8004335305853, 7, 45, 17.620011524847087, 114.40021676529265, 4.072504281997681
27.34220754544767, 155.22763034253057, 6, 37, 16.671103772723836, 96.11381517126529, 5.71049952507019
17.875689256728037, 130.5219916553346, 5, 34, 11.437844628364019, 82.26099582766729, 1.3198645114898682
23.74242796601675, 176.00433828715617, 6, 43, 14.371213983008374, 109.50216914357809, 1.8222620487213135
26.391309893325495, 130.21904802200942, 6, 34, 16.19565494666275, 82.10952401100472, 1.3500924110412598
24.116433292966473, 163.01606319466558, 5, 38, 14.558216646483237, 100.50803159733279, 18.051334619522095
27.366186319043262, 167.13891710614058, 6, 42, 16.683093159521633, 104.56945855307029, 3.2047574520111084
27.502111510976352, 162.43091822399714, 6, 38, 16.751055755488174, 100.21545911199857, 3.380458116531372
