87.28863776060636, 220.97329555174798, 18, 47, 18.0, 47.0, 4.104799509048462
124.12761485665615, 294.46955290433186, 25, 61, 25.0, 61.0, 7.061093330383301
207.40366281572156, 500.698967628628, 43, 104, 43.0, 104.0, 0.8984625339508057
119.88021462621191, 257.81165176689547, 25, 54, 25.0, 54.0, 3.097393751144409
62.37061287297873, 170.7241802788486, 13, 37, 13.0, 37.0, 1.6380422115325928
71.17630096939727, 250.8053043441336, 15, 52, 15.0, 52.0, 2.77138090133667
85.49874158738402, 335.60077184852196, 18, 70, 18.0, 70.0, 2.4044301509857178
67.18292845547819, 238.2253653230196, 15, 51, 15.0, 51.0, 2.7068264484405518
89.45551087610951, 224.94764531670407, 18, 47, 18.0, 47.0, 1.3759033679962158
71.2015619510715, 239.2327547457254, 15, 50, 15.0, 50.0, 3.7682337760925293
