space_makespan, sum_of_space_costs, time_makespan, sum_of_time_costs, space_time_makespan, sum_of_space_time_costs, compute_time 
30.013721617972138, 180.61606895071435, 7, 43, 18.50686080898607, 111.80803447535718, 8.906902551651001
30.013721617972138, 180.61606895071435, 7, 43, 18.50686080898607, 111.80803447535718, 9.101222276687622
30.013721617972138, 180.61606895071435, 7, 43, 18.50686080898607, 111.80803447535718, 8.918395757675171
30.013721617972138, 180.61606895071435, 7, 43, 18.50686080898607, 111.80803447535718, 8.484056949615479
30.013721617972138, 180.61606895071435, 7, 43, 18.50686080898607, 111.80803447535718, 8.529124736785889
30.013721617972138, 180.61606895071435, 7, 43, 18.50686080898607, 111.80803447535718, 8.589481115341187
30.013721617972138, 180.61606895071435, 7, 43, 18.50686080898607, 111.80803447535718, 8.766887187957764
30.013721617972138, 180.61606895071435, 7, 43, 18.50686080898607, 111.80803447535718, 8.58117389678955
30.013721617972138, 180.61606895071435, 7, 43, 18.50686080898607, 111.80803447535718, 8.795698165893555
30.013721617972138, 180.61606895071435, 7, 43, 18.50686080898607, 111.80803447535718, 8.827725172042847
